task_id,task_code,project_id,assigned_user_id,task_name,task_status,priority,created_date,due_date,completed_date
1879,TSK01879,74,351,Write Documentation,in progress,medium,2025-12-22,2026-02-09,
1880,TSK01880,74,361,Security Testing,completed,high,2025-12-27,2026-01-09,2026-01-06
1881,TSK01881,74,322,Design User Interface,completed,medium,2025-12-07,2026-01-09,2025-12-11
1882,TSK01882,74,365,Security Testing,in progress,high,2025-12-08,2025-12-21,
1883,TSK01883,74,354,Design User Interface,in progress,medium,2025-12-25,2026-01-27,
1884,TSK01884,74,346,Deploy Application,pending,medium,2025-12-11,2025-12-30,
1885,TSK01885,74,324,Create Dashboard,in progress,critical,2026-01-01,2026-02-06,
1886,TSK01886,74,317,Create Dashboard,completed,high,2025-12-18,2026-01-26,2025-12-31
1887,TSK01887,74,359,Fix Bugs,in progress,medium,2025-12-14,2026-02-09,
1888,TSK01888,74,332,Design User Interface,in progress,high,2026-01-03,2026-02-05,
1889,TSK01889,74,326,Create Dashboard,pending,high,2025-12-06,2026-01-15,
1890,TSK01890,74,338,Develop API,completed,critical,2025-12-31,2026-02-03,2026-01-11
1891,TSK01891,74,342,Testing Module,in progress,medium,2025-12-12,2026-01-13,
1892,TSK01892,74,353,Write Documentation,pending,low,2025-12-31,2026-02-16,
1893,TSK01893,74,342,Create Dashboard,completed,medium,2025-12-17,2026-01-20,2025-12-23
1894,TSK01894,74,325,Deploy Application,pending,low,2025-12-12,2026-01-24,
1895,TSK01895,74,365,Fix Bugs,in progress,high,2025-12-30,2026-01-16,
1896,TSK01896,74,322,Design User Interface,pending,medium,2025-12-15,2026-01-31,
1897,TSK01897,74,318,Security Testing,in progress,high,2025-12-29,2026-01-10,
1898,TSK01898,74,364,Develop API,in progress,critical,2025-12-23,2026-02-08,
1899,TSK01899,74,332,Testing Module,completed,medium,2025-12-25,2026-02-04,2025-12-31
1900,TSK01900,75,333,Design User Interface,completed,medium,2025-06-26,2025-07-12,2025-07-09
1901,TSK01901,75,354,Create Database Schema,pending,low,2025-07-09,2025-08-23,
1902,TSK01902,75,335,Fix Bugs,pending,high,2025-06-22,2025-07-04,
1903,TSK01903,75,340,Testing Module,in progress,medium,2025-06-21,2025-07-29,
1904,TSK01904,75,321,Optimize Performance,pending,critical,2025-07-14,2025-07-25,
1905,TSK01905,75,337,Optimize Performance,completed,high,2025-06-25,2025-07-13,2025-07-08
1906,TSK01906,75,328,Security Testing,pending,medium,2025-06-28,2025-07-07,
1907,TSK01907,75,347,Security Testing,completed,medium,2025-06-22,2025-06-29,2025-07-04
1908,TSK01908,75,333,Create Database Schema,in progress,low,2025-06-24,2025-07-02,
1909,TSK01909,75,349,Develop API,pending,medium,2025-07-06,2025-08-05,
1910,TSK01910,75,337,Develop API,completed,medium,2025-06-22,2025-08-14,2025-06-23
1911,TSK01911,75,334,Optimize Performance,completed,low,2025-07-11,2025-07-23,2025-07-20
1912,TSK01912,75,346,Optimize Performance,completed,medium,2025-06-30,2025-08-01,2025-07-10
1913,TSK01913,75,328,Testing Module,pending,medium,2025-07-18,2025-09-08,
1914,TSK01914,75,354,Security Testing,completed,medium,2025-06-27,2025-08-23,2025-07-01
1915,TSK01915,75,344,Optimize Performance,completed,medium,2025-06-25,2025-08-18,2025-07-11
1916,TSK01916,75,323,Security Testing,completed,medium,2025-06-27,2025-07-16,2025-07-17
1917,TSK01917,75,357,Create Database Schema,in progress,medium,2025-07-07,2025-07-16,
1918,TSK01918,75,343,Fix Bugs,in progress,medium,2025-07-05,2025-08-22,
1919,TSK01919,75,318,Create Database Schema,in progress,low,2025-07-05,2025-08-01,
1920,TSK01920,75,332,Create Database Schema,completed,medium,2025-07-02,2025-08-01,2025-07-14
1921,TSK01921,75,337,Create Database Schema,pending,low,2025-06-30,2025-08-20,
1922,TSK01922,75,346,Security Testing,completed,high,2025-06-19,2025-07-10,2025-06-26
1923,TSK01923,75,335,Security Testing,pending,medium,2025-07-06,2025-07-26,
1924,TSK01924,75,362,Security Testing,in progress,high,2025-06-22,2025-08-19,
1925,TSK01925,75,358,Write Documentation,completed,medium,2025-07-16,2025-08-19,2025-08-04
1926,TSK01926,75,329,Design User Interface,completed,high,2025-06-29,2025-08-06,2025-07-06
1927,TSK01927,75,324,Create Database Schema,completed,medium,2025-06-20,2025-08-04,2025-07-04
1928,TSK01928,75,332,Security Testing,in progress,low,2025-06-29,2025-07-07,
1929,TSK01929,75,317,Optimize Performance,completed,medium,2025-07-09,2025-09-07,2025-07-28
1930,TSK01930,75,351,Deploy Application,pending,low,2025-07-01,2025-08-18,
1931,TSK01931,75,323,Write Documentation,pending,high,2025-06-19,2025-07-13,
1932,TSK01932,75,322,Deploy Application,completed,high,2025-06-29,2025-08-06,2025-07-12
1933,TSK01933,75,336,Optimize Performance,pending,medium,2025-07-08,2025-08-25,
1934,TSK01934,75,340,Security Testing,pending,low,2025-07-18,2025-08-08,
1935,TSK01935,75,323,Create Dashboard,completed,high,2025-06-20,2025-08-12,2025-06-25
1936,TSK01936,76,329,Create Dashboard,pending,high,2026-04-04,2026-05-15,
1937,TSK01937,76,333,Design User Interface,completed,low,2026-03-28,2026-04-23,2026-03-30
1938,TSK01938,76,361,Security Testing,in progress,high,2026-03-30,2026-04-30,
1939,TSK01939,76,354,Optimize Performance,completed,low,2026-04-05,2026-05-02,2026-04-10
1940,TSK01940,76,354,Write Documentation,pending,medium,2026-04-24,2026-06-12,
1941,TSK01941,76,332,Security Testing,in progress,medium,2026-03-31,2026-05-08,
1942,TSK01942,76,363,Optimize Performance,in progress,medium,2026-04-05,2026-04-28,
1943,TSK01943,76,322,Create Dashboard,in progress,medium,2026-04-21,2026-05-13,
1944,TSK01944,76,361,Create Database Schema,completed,low,2026-04-18,2026-05-26,2026-04-25
1945,TSK01945,76,359,Testing Module,pending,medium,2026-03-29,2026-04-29,
1946,TSK01946,76,338,Testing Module,in progress,high,2026-04-03,2026-05-28,
1947,TSK01947,76,337,Fix Bugs,in progress,high,2026-04-13,2026-05-31,
1948,TSK01948,76,325,Testing Module,completed,high,2026-04-01,2026-05-02,2026-04-05
1949,TSK01949,76,329,Write Documentation,completed,low,2026-04-11,2026-05-05,2026-04-28
1950,TSK01950,76,336,Security Testing,pending,medium,2026-04-10,2026-04-26,
1951,TSK01951,76,332,Design User Interface,completed,high,2026-04-11,2026-04-29,2026-04-15
1952,TSK01952,76,359,Deploy Application,pending,medium,2026-04-05,2026-04-28,
1953,TSK01953,76,339,Write Documentation,completed,medium,2026-03-31,2026-05-02,2026-04-03
1954,TSK01954,76,338,Design User Interface,in progress,medium,2026-04-13,2026-05-13,
1955,TSK01955,76,341,Write Documentation,pending,low,2026-03-31,2026-04-19,
1956,TSK01956,76,334,Deploy Application,pending,medium,2026-04-09,2026-05-19,
1957,TSK01957,76,320,Testing Module,pending,critical,2026-04-10,2026-05-01,
1958,TSK01958,76,319,Security Testing,pending,medium,2026-03-31,2026-04-11,
1959,TSK01959,77,356,Write Documentation,in progress,medium,2026-06-26,2026-07-09,
1960,TSK01960,77,348,Testing Module,completed,low,2026-06-30,2026-07-20,2026-07-09
1961,TSK01961,77,335,Design User Interface,completed,low,2026-07-04,2026-08-12,2026-07-24
1962,TSK01962,77,364,Fix Bugs,completed,high,2026-07-22,2026-09-11,2026-08-07
1963,TSK01963,77,360,Create Database Schema,pending,low,2026-06-30,2026-07-28,
1964,TSK01964,77,317,Optimize Performance,in progress,medium,2026-07-21,2026-07-29,
1965,TSK01965,77,327,Design User Interface,completed,medium,2026-06-28,2026-08-04,2026-07-01
1966,TSK01966,77,332,Optimize Performance,pending,low,2026-07-11,2026-09-08,
1967,TSK01967,77,335,Testing Module,in progress,medium,2026-06-23,2026-07-10,
1968,TSK01968,77,323,Create Database Schema,pending,medium,2026-07-17,2026-09-09,
1969,TSK01969,77,364,Create Dashboard,in progress,critical,2026-07-03,2026-07-26,
1970,TSK01970,77,340,Optimize Performance,in progress,low,2026-07-14,2026-08-12,
1971,TSK01971,77,359,Security Testing,completed,medium,2026-07-02,2026-07-26,2026-07-19
1972,TSK01972,77,357,Design User Interface,in progress,low,2026-07-14,2026-08-16,
1973,TSK01973,77,326,Create Dashboard,pending,medium,2026-07-20,2026-08-11,
1974,TSK01974,77,340,Testing Module,completed,high,2026-07-11,2026-07-30,2026-07-25
1975,TSK01975,77,334,Deploy Application,completed,high,2026-07-22,2026-08-26,2026-07-26
1976,TSK01976,77,333,Create Dashboard,in progress,high,2026-07-21,2026-08-22,
1977,TSK01977,77,334,Fix Bugs,in progress,low,2026-07-11,2026-08-24,
1978,TSK01978,77,324,Write Documentation,completed,high,2026-07-09,2026-08-21,2026-07-29
1979,TSK01979,77,324,Design User Interface,completed,medium,2026-07-18,2026-09-06,2026-07-28
1980,TSK01980,77,326,Deploy Application,in progress,critical,2026-06-27,2026-08-12,
1981,TSK01981,77,348,Fix Bugs,completed,low,2026-07-10,2026-08-04,2026-07-20
1982,TSK01982,77,330,Fix Bugs,in progress,high,2026-06-23,2026-07-07,
1983,TSK01983,77,317,Write Documentation,in progress,medium,2026-06-24,2026-08-23,
1984,TSK01984,77,325,Create Dashboard,pending,high,2026-06-23,2026-08-19,
1985,TSK01985,77,352,Develop API,in progress,critical,2026-07-20,2026-09-10,
1986,TSK01986,78,344,Security Testing,completed,high,2025-12-15,2026-01-09,2025-12-22
1987,TSK01987,78,339,Testing Module,pending,high,2025-12-18,2026-02-03,
1988,TSK01988,78,323,Fix Bugs,in progress,high,2025-12-23,2026-02-06,
1989,TSK01989,78,344,Create Dashboard,pending,high,2025-12-20,2026-01-04,
1990,TSK01990,78,325,Write Documentation,completed,medium,2026-01-01,2026-01-27,2026-01-10
1991,TSK01991,78,353,Optimize Performance,pending,medium,2025-12-20,2026-01-20,
1992,TSK01992,78,323,Develop API,completed,medium,2026-01-05,2026-02-25,2026-01-19
1993,TSK01993,78,360,Create Dashboard,in progress,medium,2025-12-21,2026-01-24,
1994,TSK01994,78,343,Optimize Performance,in progress,low,2025-12-25,2026-02-05,
1995,TSK01995,78,322,Develop API,completed,medium,2025-12-11,2026-01-06,2025-12-25
1996,TSK01996,78,349,Create Dashboard,pending,low,2026-01-05,2026-02-15,
1997,TSK01997,78,335,Design User Interface,in progress,high,2026-01-08,2026-02-09,
1998,TSK01998,78,317,Optimize Performance,in progress,high,2025-12-15,2026-01-24,
1999,TSK01999,78,320,Fix Bugs,completed,high,2025-12-25,2026-02-11,2025-12-28
2000,TSK02000,78,323,Fix Bugs,in progress,medium,2025-12-14,2026-02-03,
2001,TSK02001,78,364,Security Testing,completed,medium,2025-12-21,2026-02-13,2025-12-25
2002,TSK02002,78,330,Deploy Application,pending,low,2026-01-02,2026-02-25,
2003,TSK02003,78,360,Develop API,pending,medium,2025-12-26,2026-01-21,
2004,TSK02004,79,348,Security Testing,pending,medium,2026-03-03,2026-03-17,
2005,TSK02005,79,355,Create Database Schema,pending,medium,2026-02-04,2026-02-26,
2006,TSK02006,79,318,Deploy Application,pending,medium,2026-02-08,2026-02-18,
2007,TSK02007,79,342,Optimize Performance,pending,critical,2026-03-03,2026-05-01,
2008,TSK02008,79,333,Security Testing,completed,medium,2026-02-09,2026-03-30,2026-02-27
2009,TSK02009,79,326,Design User Interface,pending,low,2026-02-21,2026-04-21,
2010,TSK02010,79,349,Deploy Application,completed,medium,2026-02-25,2026-04-03,2026-03-03
2011,TSK02011,79,323,Security Testing,in progress,medium,2026-02-11,2026-04-01,
2012,TSK02012,79,361,Create Database Schema,in progress,medium,2026-02-10,2026-04-10,
2013,TSK02013,79,335,Optimize Performance,pending,low,2026-02-15,2026-03-18,
2014,TSK02014,79,319,Security Testing,in progress,medium,2026-02-02,2026-03-03,
2015,TSK02015,79,363,Optimize Performance,in progress,medium,2026-02-06,2026-02-23,
2016,TSK02016,79,349,Testing Module,in progress,medium,2026-02-13,2026-04-06,
2017,TSK02017,79,321,Develop API,in progress,medium,2026-02-18,2026-03-19,
2018,TSK02018,79,346,Develop API,completed,medium,2026-02-22,2026-04-18,2026-03-05
2019,TSK02019,79,342,Create Database Schema,in progress,high,2026-02-23,2026-04-12,
2020,TSK02020,79,347,Security Testing,in progress,medium,2026-02-17,2026-04-01,
2021,TSK02021,79,333,Develop API,completed,medium,2026-02-24,2026-04-09,2026-03-13
2022,TSK02022,79,356,Write Documentation,in progress,low,2026-02-20,2026-02-28,
2023,TSK02023,79,323,Create Database Schema,completed,medium,2026-03-01,2026-04-20,2026-03-09
2024,TSK02024,79,331,Testing Module,in progress,low,2026-02-17,2026-03-07,
2025,TSK02025,79,321,Design User Interface,completed,medium,2026-02-25,2026-03-11,2026-03-11
2026,TSK02026,79,345,Create Dashboard,completed,medium,2026-02-03,2026-04-04,2026-02-06
2027,TSK02027,79,323,Optimize Performance,completed,medium,2026-02-02,2026-03-21,2026-02-13
2028,TSK02028,79,329,Fix Bugs,in progress,medium,2026-02-20,2026-04-11,
2029,TSK02029,79,364,Develop API,pending,medium,2026-02-11,2026-03-23,
2030,TSK02030,79,354,Design User Interface,completed,medium,2026-02-27,2026-04-17,2026-03-02
2031,TSK02031,79,325,Design User Interface,pending,medium,2026-02-05,2026-03-10,
2032,TSK02032,79,321,Create Dashboard,in progress,low,2026-02-20,2026-04-14,
2033,TSK02033,79,348,Testing Module,completed,high,2026-03-03,2026-04-15,2026-03-20
2034,TSK02034,79,339,Create Dashboard,in progress,medium,2026-02-28,2026-04-11,
2035,TSK02035,79,321,Optimize Performance,pending,medium,2026-03-01,2026-04-01,
2036,TSK02036,79,322,Develop API,pending,high,2026-03-01,2026-03-27,
2037,TSK02037,80,320,Security Testing,in progress,medium,2026-02-27,2026-03-07,
2038,TSK02038,80,333,Write Documentation,completed,high,2026-03-03,2026-03-14,2026-03-13
2039,TSK02039,80,321,Deploy Application,completed,medium,2026-03-23,2026-05-02,2026-04-02
2040,TSK02040,80,342,Security Testing,completed,low,2026-03-25,2026-05-15,2026-04-04
2041,TSK02041,80,347,Fix Bugs,pending,medium,2026-03-24,2026-04-02,
2042,TSK02042,80,329,Create Dashboard,in progress,high,2026-03-06,2026-03-16,
2043,TSK02043,80,363,Create Dashboard,pending,high,2026-02-28,2026-04-18,
2044,TSK02044,80,348,Create Database Schema,completed,high,2026-03-25,2026-05-07,2026-04-02
2045,TSK02045,80,339,Create Database Schema,completed,high,2026-03-24,2026-05-08,2026-03-26
2046,TSK02046,80,352,Optimize Performance,completed,high,2026-03-19,2026-04-12,2026-03-22
2047,TSK02047,80,319,Optimize Performance,pending,medium,2026-03-19,2026-05-06,
2048,TSK02048,80,336,Testing Module,in progress,low,2026-03-07,2026-03-17,
2049,TSK02049,80,351,Security Testing,completed,high,2026-02-24,2026-04-15,2026-03-03
2050,TSK02050,81,396,Design User Interface,pending,medium,2025-03-21,2025-04-21,
2051,TSK02051,81,410,Write Documentation,pending,medium,2025-03-20,2025-04-03,
2052,TSK02052,81,405,Create Dashboard,pending,medium,2025-03-12,2025-04-09,
2053,TSK02053,81,380,Create Database Schema,completed,medium,2025-03-11,2025-04-01,2025-03-19
2054,TSK02054,81,402,Design User Interface,completed,critical,2025-03-11,2025-03-18,2025-03-29
2055,TSK02055,81,370,Design User Interface,completed,low,2025-03-25,2025-04-12,2025-03-27
2056,TSK02056,81,388,Security Testing,pending,medium,2025-03-07,2025-03-29,
2057,TSK02057,81,391,Optimize Performance,pending,medium,2025-03-07,2025-04-25,
2058,TSK02058,81,400,Testing Module,pending,medium,2025-02-28,2025-04-23,
2059,TSK02059,81,380,Optimize Performance,in progress,high,2025-03-24,2025-04-23,
2060,TSK02060,81,407,Testing Module,in progress,medium,2025-03-22,2025-04-15,
2061,TSK02061,81,372,Design User Interface,completed,medium,2025-03-08,2025-04-10,2025-03-25
2062,TSK02062,81,383,Create Database Schema,completed,medium,2025-03-20,2025-04-04,2025-04-05
2063,TSK02063,81,385,Deploy Application,completed,medium,2025-03-24,2025-04-23,2025-04-01
2064,TSK02064,81,368,Testing Module,completed,medium,2025-03-21,2025-05-08,2025-03-26
2065,TSK02065,81,373,Design User Interface,in progress,medium,2025-03-22,2025-03-31,
2066,TSK02066,81,390,Fix Bugs,in progress,high,2025-03-06,2025-03-18,
2067,TSK02067,81,405,Write Documentation,in progress,medium,2025-02-27,2025-03-30,
2068,TSK02068,81,380,Testing Module,in progress,medium,2025-03-10,2025-04-28,
2069,TSK02069,81,408,Fix Bugs,in progress,low,2025-03-11,2025-05-05,
2070,TSK02070,81,414,Create Dashboard,completed,high,2025-03-09,2025-04-01,2025-03-29
2071,TSK02071,81,414,Design User Interface,completed,medium,2025-03-23,2025-05-22,2025-03-30
2072,TSK02072,81,393,Design User Interface,in progress,high,2025-03-17,2025-04-28,
2073,TSK02073,81,400,Optimize Performance,completed,medium,2025-03-10,2025-05-02,2025-03-20
2074,TSK02074,81,376,Write Documentation,completed,medium,2025-03-16,2025-04-07,2025-03-25
2075,TSK02075,81,409,Fix Bugs,completed,low,2025-03-02,2025-03-24,2025-03-11
2076,TSK02076,81,387,Security Testing,in progress,medium,2025-03-22,2025-05-07,
2077,TSK02077,81,408,Fix Bugs,in progress,high,2025-03-06,2025-05-03,
2078,TSK02078,81,385,Security Testing,completed,medium,2025-03-22,2025-05-21,2025-03-26
2079,TSK02079,81,395,Design User Interface,completed,medium,2025-03-06,2025-04-11,2025-03-21
2080,TSK02080,81,406,Deploy Application,completed,medium,2025-02-27,2025-03-09,2025-03-15
2081,TSK02081,82,405,Deploy Application,in progress,medium,2025-05-15,2025-05-26,
2082,TSK02082,82,415,Fix Bugs,pending,medium,2025-05-27,2025-07-04,
2083,TSK02083,82,377,Develop API,pending,high,2025-05-17,2025-07-04,
2084,TSK02084,82,407,Design User Interface,pending,low,2025-05-14,2025-06-22,
2085,TSK02085,82,386,Design User Interface,in progress,medium,2025-06-09,2025-06-30,
2086,TSK02086,82,382,Design User Interface,completed,medium,2025-05-14,2025-06-12,2025-05-23
2087,TSK02087,82,381,Create Dashboard,completed,low,2025-05-30,2025-07-08,2025-06-19
2088,TSK02088,82,370,Testing Module,pending,medium,2025-05-27,2025-07-09,
2089,TSK02089,82,370,Write Documentation,completed,high,2025-05-24,2025-06-09,2025-06-07
2090,TSK02090,82,416,Create Dashboard,in progress,medium,2025-05-13,2025-06-15,
2091,TSK02091,82,384,Security Testing,completed,low,2025-06-10,2025-07-10,2025-06-26
2092,TSK02092,82,375,Security Testing,in progress,low,2025-05-14,2025-06-28,
2093,TSK02093,82,411,Deploy Application,completed,high,2025-05-19,2025-07-10,2025-06-05
2094,TSK02094,82,403,Design User Interface,completed,medium,2025-05-24,2025-06-09,2025-06-06
2095,TSK02095,82,370,Testing Module,completed,medium,2025-05-25,2025-07-07,2025-05-28
2096,TSK02096,82,392,Deploy Application,in progress,high,2025-06-02,2025-07-12,
2097,TSK02097,82,396,Deploy Application,pending,medium,2025-06-07,2025-07-04,
2098,TSK02098,82,402,Fix Bugs,pending,high,2025-05-21,2025-06-18,
2099,TSK02099,82,380,Optimize Performance,completed,medium,2025-05-20,2025-06-03,2025-06-01
2100,TSK02100,82,412,Write Documentation,pending,medium,2025-06-04,2025-07-03,
2101,TSK02101,82,389,Optimize Performance,in progress,medium,2025-05-30,2025-07-04,
2102,TSK02102,82,402,Develop API,in progress,high,2025-06-07,2025-06-29,
2103,TSK02103,82,408,Develop API,completed,medium,2025-06-06,2025-08-02,2025-06-25
2104,TSK02104,82,373,Create Database Schema,in progress,medium,2025-05-22,2025-06-30,
2105,TSK02105,82,406,Testing Module,in progress,high,2025-05-17,2025-06-22,
2106,TSK02106,82,392,Fix Bugs,pending,high,2025-05-13,2025-07-04,
2107,TSK02107,82,372,Develop API,in progress,high,2025-06-11,2025-08-10,
2108,TSK02108,82,376,Create Database Schema,pending,low,2025-05-26,2025-07-05,
2109,TSK02109,83,374,Write Documentation,completed,medium,2024-11-22,2024-12-14,2024-12-04
2110,TSK02110,83,387,Create Dashboard,in progress,medium,2024-12-02,2025-01-17,
2111,TSK02111,83,370,Create Dashboard,completed,high,2024-11-13,2024-12-16,2024-11-15
2112,TSK02112,83,393,Fix Bugs,in progress,high,2024-11-30,2025-01-20,
2113,TSK02113,83,398,Create Database Schema,completed,low,2024-11-14,2024-11-21,2024-12-03
2114,TSK02114,83,409,Optimize Performance,in progress,medium,2024-11-28,2025-01-02,
2115,TSK02115,83,403,Fix Bugs,in progress,high,2024-11-15,2024-11-28,
2116,TSK02116,83,387,Design User Interface,in progress,medium,2024-11-17,2024-12-27,
2117,TSK02117,83,393,Fix Bugs,in progress,medium,2024-11-28,2024-12-25,
2118,TSK02118,83,375,Design User Interface,pending,high,2024-12-04,2025-01-27,
2119,TSK02119,83,393,Deploy Application,completed,medium,2024-12-08,2025-01-23,2024-12-15
2120,TSK02120,83,384,Develop API,pending,low,2024-11-20,2024-12-14,
2121,TSK02121,83,376,Fix Bugs,in progress,high,2024-11-25,2024-12-18,
2122,TSK02122,83,408,Fix Bugs,completed,low,2024-11-29,2024-12-19,2024-12-07
2123,TSK02123,83,367,Security Testing,completed,high,2024-11-27,2025-01-07,2024-12-03
2124,TSK02124,83,397,Design User Interface,completed,medium,2024-11-27,2024-12-22,2024-11-28
2125,TSK02125,83,394,Deploy Application,in progress,low,2024-11-28,2025-01-03,
2126,TSK02126,83,394,Write Documentation,completed,medium,2024-11-19,2024-12-01,2024-11-23
2127,TSK02127,83,383,Create Database Schema,pending,critical,2024-12-07,2025-02-03,
2128,TSK02128,83,412,Create Database Schema,completed,medium,2024-11-12,2024-12-21,2024-11-20
2129,TSK02129,83,406,Deploy Application,in progress,medium,2024-11-20,2024-12-01,
2130,TSK02130,83,393,Create Database Schema,completed,high,2024-12-02,2025-01-28,2024-12-04
2131,TSK02131,83,401,Design User Interface,in progress,high,2024-11-26,2025-01-12,
2132,TSK02132,83,403,Write Documentation,pending,high,2024-11-10,2024-12-01,
2133,TSK02133,83,396,Develop API,pending,medium,2024-12-01,2024-12-19,
2134,TSK02134,83,374,Testing Module,in progress,medium,2024-12-03,2024-12-15,
2135,TSK02135,83,366,Write Documentation,completed,low,2024-11-26,2025-01-07,2024-12-03
2136,TSK02136,83,377,Design User Interface,pending,medium,2024-11-29,2024-12-22,
2137,TSK02137,83,403,Testing Module,in progress,medium,2024-11-29,2025-01-05,
2138,TSK02138,83,385,Testing Module,completed,high,2024-11-26,2025-01-14,2024-12-02
2139,TSK02139,83,406,Write Documentation,in progress,medium,2024-11-25,2025-01-05,
2140,TSK02140,83,380,Create Database Schema,in progress,critical,2024-11-25,2025-01-19,
2141,TSK02141,83,394,Create Dashboard,in progress,medium,2024-12-04,2025-01-07,
2142,TSK02142,83,386,Create Database Schema,pending,medium,2024-11-13,2024-12-15,
2143,TSK02143,83,396,Optimize Performance,pending,medium,2024-12-02,2025-01-21,
2144,TSK02144,83,383,Deploy Application,pending,medium,2024-11-17,2025-01-13,
2145,TSK02145,83,415,Create Dashboard,pending,medium,2024-11-23,2024-12-20,
2146,TSK02146,83,394,Write Documentation,in progress,medium,2024-11-23,2024-12-03,
2147,TSK02147,83,380,Create Dashboard,in progress,medium,2024-11-18,2024-11-27,
2148,TSK02148,84,402,Develop API,in progress,medium,2025-03-23,2025-05-18,
2149,TSK02149,84,405,Security Testing,pending,medium,2025-03-29,2025-05-13,
2150,TSK02150,84,412,Design User Interface,pending,high,2025-03-26,2025-04-07,
2151,TSK02151,84,415,Deploy Application,completed,low,2025-04-02,2025-04-12,2025-04-14
2152,TSK02152,84,400,Testing Module,pending,critical,2025-03-25,2025-05-24,
2153,TSK02153,84,411,Testing Module,in progress,medium,2025-03-26,2025-04-12,
2154,TSK02154,84,392,Testing Module,in progress,medium,2025-04-07,2025-04-29,
2155,TSK02155,84,367,Deploy Application,pending,low,2025-03-09,2025-04-10,
2156,TSK02156,84,376,Fix Bugs,in progress,medium,2025-04-03,2025-04-24,
2157,TSK02157,84,368,Fix Bugs,completed,high,2025-03-29,2025-05-27,2025-04-06
2158,TSK02158,84,391,Develop API,in progress,high,2025-04-03,2025-04-27,
2159,TSK02159,84,370,Deploy Application,pending,high,2025-04-05,2025-05-30,
2160,TSK02160,84,366,Deploy Application,in progress,medium,2025-04-01,2025-04-17,
2161,TSK02161,84,378,Security Testing,completed,high,2025-03-12,2025-05-08,2025-03-25
2162,TSK02162,84,413,Design User Interface,in progress,medium,2025-03-19,2025-04-24,
2163,TSK02163,84,407,Security Testing,pending,medium,2025-03-15,2025-04-09,
2164,TSK02164,84,392,Deploy Application,pending,medium,2025-03-22,2025-04-16,
2165,TSK02165,84,381,Write Documentation,completed,low,2025-04-07,2025-05-15,2025-04-24
2166,TSK02166,84,389,Deploy Application,in progress,high,2025-04-01,2025-05-06,
2167,TSK02167,85,415,Testing Module,completed,medium,2025-07-16,2025-08-22,2025-07-29
2168,TSK02168,85,385,Create Dashboard,pending,low,2025-07-16,2025-09-01,
2169,TSK02169,85,376,Testing Module,pending,high,2025-06-30,2025-08-07,
2170,TSK02170,85,375,Write Documentation,pending,medium,2025-07-16,2025-08-22,
2171,TSK02171,85,414,Testing Module,completed,low,2025-07-14,2025-08-21,2025-08-02
2172,TSK02172,85,413,Create Dashboard,in progress,high,2025-07-06,2025-07-15,
2173,TSK02173,85,392,Design User Interface,completed,medium,2025-07-08,2025-07-28,2025-07-28
2174,TSK02174,85,397,Deploy Application,in progress,medium,2025-07-22,2025-09-08,
2175,TSK02175,85,411,Optimize Performance,in progress,medium,2025-07-05,2025-08-28,
2176,TSK02176,85,372,Write Documentation,pending,medium,2025-07-21,2025-08-21,
2177,TSK02177,85,399,Create Database Schema,completed,low,2025-07-02,2025-08-06,2025-07-08
2178,TSK02178,85,393,Optimize Performance,completed,low,2025-07-25,2025-09-21,2025-07-27
2179,TSK02179,85,413,Deploy Application,in progress,medium,2025-07-14,2025-07-21,
2180,TSK02180,85,384,Fix Bugs,pending,medium,2025-07-07,2025-08-22,
2181,TSK02181,85,407,Develop API,in progress,low,2025-07-26,2025-09-04,
2182,TSK02182,85,405,Create Dashboard,pending,medium,2025-07-19,2025-08-11,
2183,TSK02183,85,387,Develop API,in progress,low,2025-07-13,2025-09-03,
2184,TSK02184,86,392,Develop API,pending,low,2024-09-26,2024-10-07,
2185,TSK02185,86,378,Testing Module,in progress,medium,2024-09-11,2024-10-22,
2186,TSK02186,86,369,Security Testing,in progress,medium,2024-09-25,2024-10-12,
2187,TSK02187,86,401,Testing Module,in progress,medium,2024-09-13,2024-09-20,
2188,TSK02188,86,384,Write Documentation,pending,medium,2024-10-10,2024-11-05,
2189,TSK02189,86,382,Deploy Application,completed,medium,2024-09-22,2024-11-10,2024-10-05
2190,TSK02190,86,375,Create Database Schema,pending,high,2024-09-17,2024-10-11,
2191,TSK02191,86,372,Develop API,in progress,high,2024-09-16,2024-10-30,
2192,TSK02192,86,402,Security Testing,completed,medium,2024-10-01,2024-11-28,2024-10-12
2193,TSK02193,86,379,Develop API,completed,low,2024-10-04,2024-10-25,2024-10-20
2194,TSK02194,86,405,Develop API,pending,low,2024-09-17,2024-10-24,
2195,TSK02195,86,370,Design User Interface,pending,low,2024-10-08,2024-12-05,
2196,TSK02196,86,396,Create Dashboard,in progress,medium,2024-09-25,2024-11-19,
2197,TSK02197,86,391,Write Documentation,pending,high,2024-09-14,2024-11-05,
2198,TSK02198,86,399,Create Dashboard,in progress,medium,2024-09-26,2024-11-10,
2199,TSK02199,86,376,Fix Bugs,pending,high,2024-10-07,2024-12-06,
2200,TSK02200,86,397,Fix Bugs,in progress,medium,2024-09-24,2024-11-05,
2201,TSK02201,86,388,Develop API,in progress,low,2024-10-09,2024-11-08,
2202,TSK02202,86,408,Create Dashboard,in progress,high,2024-10-08,2024-10-28,
